"","HOUR_I_R","ALCHL_I","ALIGN_I","STRATUM_R","WRK_ZONE","WKDY_I_R","INT_HWY","LGTCON_I_R","MANCOL_I_R","PED_ACC_R","RELJCT_I_R","REL_RWY_R","PROFIL_I_R","SPD_LIM","SUR_COND","TRAF_CON_R","TRAF_WAY","VEH_INVL","WEATHER_R","INJURY"
"9670",0,2,1,1,0,0,0,2,0,0,0,0,1,25,1,0,1,1,1,0
"38788",0,2,1,1,0,0,0,1,2,0,1,1,0,55,1,2,1,2,1,1
"35014",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,0
"23235",0,2,2,0,0,0,0,1,0,0,0,0,1,45,1,0,1,1,1,1
"26318",0,2,1,0,0,1,1,1,2,0,0,1,0,65,1,0,2,3,1,0
"8090",1,2,1,0,0,1,0,2,2,0,1,1,0,45,4,0,1,2,1,0
"18642",1,2,2,1,0,1,1,1,0,0,1,0,1,55,1,0,3,1,1,0
"40087",0,2,1,0,0,1,0,1,2,0,0,1,0,50,1,0,1,2,1,1
"41490",1,2,1,1,0,1,0,1,0,0,1,0,0,45,1,2,1,1,1,1
"13679",0,2,1,0,0,1,1,1,0,0,0,0,1,75,2,0,2,1,2,0
"17838",0,2,1,0,0,1,0,1,0,0,0,0,0,35,2,0,1,1,1,0
"29175",1,2,1,1,0,1,1,1,0,0,0,1,0,70,1,0,2,2,1,1
"19792",0,2,1,1,0,1,1,1,2,0,0,1,1,55,1,0,2,4,1,1
"29536",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,2,2,2,1,1
"4042",0,1,1,0,0,1,0,3,0,0,0,0,1,25,1,2,1,1,1,0
"25087",0,2,1,0,0,1,0,1,2,0,0,1,0,65,1,0,2,5,1,1
"6958",0,2,1,0,0,1,0,3,2,0,1,1,0,35,1,2,1,2,1,0
"9216",1,2,1,0,0,0,0,2,0,0,0,1,0,55,2,0,1,1,2,0
"39224",1,2,1,1,0,1,0,1,2,0,0,1,0,25,1,0,1,2,1,0
"17113",0,2,1,0,0,1,0,1,2,0,0,1,0,30,2,0,1,2,1,0
"30560",1,2,1,1,0,1,0,1,2,0,0,1,0,45,1,0,2,2,1,1
"10682",1,2,1,1,0,1,1,2,2,0,0,1,0,70,1,0,2,2,1,0
"10737",1,2,1,1,0,1,1,2,0,0,0,1,0,65,1,0,2,1,1,0
"24962",0,2,1,1,0,1,0,1,0,0,1,0,0,40,1,1,2,1,1,0
"38752",1,2,1,1,0,1,0,1,2,0,1,1,0,55,1,2,1,3,1,1
"34786",1,2,1,0,0,1,0,1,2,0,1,1,0,30,1,0,1,2,1,0
"35802",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,0,1,2,1,0
"8082",1,2,1,1,0,1,0,2,0,0,0,0,0,55,4,0,1,1,1,1
"3979",1,2,1,0,0,1,0,3,2,0,0,1,1,25,1,0,1,2,1,1
"19027",0,2,2,1,0,1,0,1,0,0,0,0,1,55,1,0,2,1,1,1
"20180",0,2,1,0,1,1,0,1,2,0,1,1,1,30,1,1,2,2,1,1
"21981",1,2,1,1,0,1,0,1,2,0,1,1,1,30,1,0,1,2,1,1
"33388",0,2,1,1,0,1,0,1,2,0,1,1,0,30,1,1,1,2,1,0
"15342",1,2,1,0,0,1,0,1,2,0,1,1,0,35,2,1,2,4,1,1
"9356",0,2,2,1,0,0,1,2,0,0,1,0,1,45,1,2,3,1,1,0
"518",0,2,1,0,0,1,0,3,0,0,0,1,1,55,1,0,2,1,1,1
"35081",0,1,1,0,0,1,0,1,2,0,1,1,0,35,1,2,1,2,1,0
"26625",0,2,1,0,0,1,1,1,2,0,1,1,0,55,1,0,2,2,1,0
"21944",1,2,1,0,0,1,0,1,2,0,0,1,1,25,1,0,1,2,1,0
"8647",1,2,1,0,0,0,1,2,2,0,0,1,0,70,2,0,2,2,2,1
"22982",0,2,2,1,0,1,0,1,0,1,0,1,1,30,1,0,1,1,1,1
"10587",1,2,1,0,0,1,0,2,2,0,0,1,0,60,1,0,2,2,1,0
"7303",1,2,1,0,0,1,0,3,2,0,1,1,0,30,1,0,1,2,1,1
"18002",0,2,1,1,0,1,0,1,0,0,1,0,0,45,2,2,1,1,2,0
"25811",0,2,1,0,0,1,1,1,2,0,0,1,0,60,1,0,2,3,1,0
"30473",0,2,1,0,0,1,0,1,2,0,1,1,0,40,1,1,2,2,1,0
"34687",1,2,1,1,0,1,0,1,2,0,1,1,0,30,1,0,1,2,1,1
"33482",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"13262",0,2,1,0,0,1,0,1,2,0,1,1,0,50,4,0,1,2,2,0
"15588",0,2,1,1,0,1,0,1,2,0,0,1,0,50,2,0,2,2,2,0
"34262",0,2,1,0,0,1,0,1,2,0,0,1,0,40,1,0,1,2,1,0
"39599",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,0
"7419",0,2,1,0,0,1,0,3,0,1,0,1,0,25,1,0,1,1,1,1
"6074",0,1,2,1,0,1,0,3,0,0,0,0,0,25,1,0,1,1,1,0
"19002",1,2,1,0,0,1,1,1,2,0,0,1,1,60,1,0,2,3,1,1
"20381",1,2,1,0,0,1,1,1,2,0,0,1,1,65,1,0,2,2,1,0
"23281",1,2,2,1,0,0,0,1,0,0,0,1,1,45,1,0,1,1,1,0
"36860",1,2,1,0,0,1,0,1,2,0,0,1,0,25,1,0,1,2,1,0
"4252",0,2,1,1,0,1,0,3,2,0,0,1,0,50,1,0,3,2,1,0
"18225",0,2,1,0,0,1,0,1,2,0,1,1,1,50,1,0,2,2,1,0
"37102",0,1,1,1,0,1,0,1,2,0,1,1,0,25,1,0,1,2,1,1
"6228",0,2,1,1,0,0,0,3,2,0,1,1,0,35,1,1,1,2,1,1
"5656",0,2,1,0,0,1,0,3,2,0,1,1,0,35,1,1,2,2,1,0
"13366",1,2,1,0,0,0,0,1,0,0,0,0,1,35,3,0,1,1,2,0
"11712",0,2,1,1,0,1,0,2,2,0,1,1,0,55,1,2,1,3,2,1
"33133",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,2,1,2,1,0
"22453",0,2,1,0,0,1,0,1,2,0,1,1,1,25,1,0,1,2,1,1
"3130",0,2,1,0,0,1,0,3,0,1,1,1,0,25,2,2,1,1,2,1
"7426",0,1,1,1,0,0,0,3,0,0,0,0,0,25,1,0,1,1,1,1
"2537",0,2,1,0,0,1,1,3,0,0,0,1,0,65,2,0,2,1,2,0
"31734",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,0,2,2,1,1
"35666",1,2,1,0,0,1,0,1,2,0,1,1,0,40,1,0,1,2,1,1
"16646",0,2,1,0,0,0,0,1,2,0,1,1,0,40,2,1,1,3,1,1
"31465",1,2,1,0,0,1,1,1,0,0,0,0,0,70,1,0,2,1,1,1
"18875",0,2,1,1,0,0,0,1,0,0,1,0,1,60,1,0,3,2,1,1
"37788",0,2,1,1,0,1,0,1,2,0,1,1,0,30,1,2,1,2,1,0
"22106",1,2,1,1,0,1,0,1,2,0,1,1,1,35,1,0,1,2,1,0
"12301",0,2,1,0,0,0,0,2,0,0,0,1,0,45,1,0,1,1,1,0
"35462",0,2,1,1,0,1,0,1,2,0,1,1,0,30,1,0,1,3,1,0
"17837",1,2,1,0,0,1,0,1,0,1,0,1,0,35,2,0,1,1,1,1
"18755",0,2,1,1,0,1,0,1,0,0,0,0,1,30,1,0,3,1,1,1
"27771",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,2,2,1,0
"26027",1,2,1,1,0,1,0,1,2,0,1,1,0,40,1,0,2,2,1,1
"18368",1,2,2,0,0,1,0,1,2,0,1,1,1,45,1,0,1,2,1,0
"18166",0,2,1,0,0,0,0,1,0,0,0,1,1,65,1,0,2,2,1,0
"21080",1,2,1,1,0,0,0,1,2,0,1,1,1,35,1,1,1,2,1,1
"10991",0,2,2,1,1,0,1,2,0,0,0,0,0,55,1,0,2,1,1,1
"6494",0,1,1,1,0,1,0,3,2,0,1,1,0,35,1,1,1,2,1,1
"504",1,2,1,0,0,1,1,3,2,0,0,1,1,55,1,0,2,2,1,0
"16705",1,2,1,0,0,1,0,1,2,0,1,1,0,45,2,1,1,2,2,0
"25632",1,2,1,1,0,1,1,1,2,0,0,1,0,65,1,0,2,2,1,0
"13072",1,2,1,1,0,1,1,1,0,0,0,0,0,55,4,0,2,1,1,0
"36026",0,2,1,0,0,1,0,1,2,0,1,1,0,25,1,2,1,2,1,1
"16934",0,2,1,0,0,1,0,1,2,0,0,1,0,35,2,0,1,2,2,1
"30192",1,2,1,0,0,1,0,1,2,0,0,1,0,35,1,0,2,2,1,1
"23874",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,2,3,2,1,0
"31426",0,2,1,1,1,1,1,1,0,0,0,1,0,65,1,0,2,1,1,0
"11667",1,2,1,0,0,1,0,2,2,0,1,1,0,50,1,0,1,2,1,0
"26010",0,2,1,1,0,1,0,1,2,0,1,1,0,40,1,1,2,3,1,1
"26805",1,2,1,1,0,1,1,1,2,0,0,1,0,65,1,0,2,3,1,1
"33386",0,2,1,0,0,0,0,1,2,0,1,1,0,30,1,0,1,2,1,0
"2241",0,2,1,0,0,1,0,3,2,0,1,1,0,40,2,1,2,2,2,0
"26155",0,2,2,1,0,1,0,1,2,0,1,1,0,45,1,1,2,2,1,0
"8018",0,2,1,0,0,0,0,2,0,0,0,0,0,70,4,0,2,1,2,0
"31879",0,2,1,1,0,0,0,1,2,0,1,1,0,35,1,1,1,2,1,0
"16326",0,2,1,1,0,1,0,1,2,0,1,1,0,35,2,1,1,3,2,1
"28148",0,2,1,0,0,1,0,1,2,0,0,1,0,40,1,0,2,2,1,1
"9456",0,2,1,1,0,1,0,2,2,0,0,1,1,65,1,0,2,2,1,0
"35576",0,2,1,1,0,1,0,1,2,0,0,1,0,35,1,0,1,2,1,0
"34615",1,2,1,0,0,1,0,1,2,0,1,1,0,45,1,1,1,3,1,0
"18823",1,2,1,0,0,1,1,1,2,0,1,1,1,60,1,0,3,3,1,0
"3569",0,2,1,1,0,0,0,3,2,0,0,1,1,55,1,0,2,2,1,0
"26898",0,2,1,0,0,1,1,1,2,0,0,1,0,65,1,0,2,2,1,0
"36707",0,2,1,0,0,1,0,1,0,1,0,1,0,35,1,0,1,1,1,1
"14809",0,2,1,1,0,0,0,1,0,0,1,0,1,40,2,1,1,1,2,0
"35222",1,2,1,1,0,0,0,1,2,0,1,1,0,45,1,2,1,2,1,1
"17560",0,2,1,0,0,1,0,1,2,0,1,1,0,45,2,2,1,3,1,1
"10358",0,1,1,1,0,0,1,2,2,0,0,1,0,55,1,0,2,3,1,1
"5627",0,2,1,1,0,1,0,3,2,0,0,1,0,30,1,0,2,2,1,1
"11173",0,2,1,0,0,1,1,2,0,0,0,1,0,70,1,0,2,1,1,0
"29974",1,2,1,0,0,0,0,1,2,0,1,1,0,50,1,1,2,2,1,0
"4149",0,1,2,1,0,0,0,3,0,0,0,0,1,45,1,0,1,1,1,0
"17389",1,2,1,1,0,1,0,1,2,0,1,1,0,35,2,2,1,2,2,0
"3890",0,2,1,0,0,1,0,3,0,0,0,1,1,40,1,0,1,1,1,0
"29376",1,2,2,0,0,1,0,1,2,0,0,1,0,65,1,0,2,2,1,0
"21851",0,2,2,0,0,0,0,1,2,0,0,1,1,55,1,0,1,2,1,0
"12235",0,2,1,0,0,0,0,2,0,0,0,1,0,45,1,0,1,1,1,0
"9973",1,2,1,1,0,1,0,2,0,0,1,0,1,40,1,2,1,1,1,1
"20876",0,2,1,1,0,1,0,1,2,0,1,1,1,40,1,2,1,2,1,0
"15664",0,2,1,1,0,1,0,1,2,0,1,1,0,35,2,1,2,2,2,1
"10130",0,1,1,1,0,1,0,2,0,0,0,0,1,55,1,0,1,1,1,1
"28417",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,2,2,1,0
"31377",1,2,1,1,0,0,0,1,0,0,0,1,0,65,1,0,2,1,1,1
"28947",1,2,1,1,0,0,0,1,0,0,0,0,0,40,1,0,2,1,1,1
"22101",1,2,1,0,0,1,0,1,2,0,1,1,1,35,1,2,1,2,1,0
"10333",0,2,2,1,0,0,0,2,0,0,1,0,0,65,1,0,3,1,1,1
"21512",0,2,1,0,0,0,0,1,2,0,1,1,1,35,1,1,1,2,1,1
"40045",1,2,1,0,0,1,0,1,2,0,1,1,0,45,1,0,1,2,1,0
"21118",0,2,1,0,0,1,0,1,2,0,1,1,1,40,1,1,1,2,1,1
"27873",0,2,1,1,0,1,0,1,2,0,1,1,0,55,1,0,2,2,1,1
"22746",0,2,1,1,0,1,0,1,2,0,1,1,1,55,1,0,1,2,1,1
"9647",0,2,1,1,0,1,1,2,0,0,0,1,1,75,1,0,2,1,1,0
"28820",1,2,1,1,0,1,0,1,2,0,0,1,0,65,1,0,2,2,1,0
"4270",1,2,1,1,0,1,0,3,2,0,1,1,0,35,1,2,3,3,1,0
"10949",0,2,1,0,0,1,0,2,0,0,0,0,0,35,1,0,2,1,1,0
"12434",0,2,1,1,0,1,0,2,0,0,0,0,0,55,1,0,1,1,1,1
"7345",0,1,1,1,0,1,0,3,2,0,1,1,0,40,1,0,1,2,1,1
"3515",0,2,1,0,0,1,1,3,2,0,0,1,1,65,1,0,2,3,1,1
"7700",0,2,1,1,0,0,0,3,0,0,1,0,0,35,1,2,1,2,1,1
"40193",1,2,1,0,0,1,0,1,2,0,0,1,0,55,1,0,1,2,1,1
"36030",1,2,1,0,0,1,0,1,2,0,1,1,0,30,1,2,1,2,1,0
"31345",0,2,1,1,0,1,1,1,0,0,0,0,0,55,1,0,2,1,1,0
"24950",1,2,2,0,0,0,0,1,0,1,1,1,0,35,1,0,2,1,1,1
"17126",1,2,2,0,0,1,0,1,2,0,0,1,0,25,2,0,1,2,2,0
"8385",1,2,2,1,0,1,0,2,0,0,0,0,1,65,2,2,2,2,2,0
"22032",1,2,1,1,0,1,0,1,2,0,1,1,1,30,1,2,1,2,1,0
"9620",0,2,1,0,0,0,1,2,0,0,0,0,1,70,1,0,2,1,1,0
"27570",0,2,1,1,0,0,0,1,2,0,1,1,0,40,1,1,2,2,1,1
"41376",0,2,1,0,0,1,0,1,0,0,1,1,0,35,1,0,1,1,1,0
"30001",0,2,1,1,0,0,0,1,2,0,0,1,0,55,1,0,2,2,1,1
"547",1,2,1,1,0,1,0,3,0,0,0,0,1,65,1,0,2,2,1,1
"21961",1,2,1,0,0,1,0,1,2,0,1,1,1,25,1,0,1,2,1,0
"34176",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,0
"1374",1,2,1,1,0,1,0,3,1,0,1,1,0,45,1,0,1,2,1,1
"9247",0,2,1,0,0,0,1,2,2,0,1,1,1,55,1,0,2,2,1,1
"20251",1,2,1,0,0,1,0,1,2,0,0,1,1,40,1,0,2,2,1,0
"14617",1,2,1,0,0,1,0,1,2,0,0,1,1,45,2,0,1,2,1,0
"12033",0,2,1,1,0,0,0,2,0,0,0,0,0,30,1,0,1,1,1,0
"27698",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,2,2,1,1
"19680",1,1,1,0,0,1,1,1,2,0,0,1,1,70,1,0,2,3,1,0
"37694",0,2,1,1,0,1,0,1,2,0,1,1,0,30,1,2,1,2,1,0
"41880",1,2,2,0,0,1,0,1,0,0,0,1,0,55,1,0,1,1,1,1
"41643",1,2,2,1,0,1,0,1,0,0,1,0,0,45,1,0,1,1,1,0
"32142",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"29195",1,2,1,1,0,0,1,1,0,0,0,0,0,70,1,0,2,1,1,0
"2210",1,2,1,1,0,1,0,3,2,0,1,1,0,15,2,0,3,2,2,0
"34355",1,2,1,0,0,1,0,1,2,0,1,1,0,45,1,1,1,2,1,1
"10485",1,2,1,1,0,0,0,2,2,0,1,1,0,45,1,1,2,2,1,0
"22038",0,2,1,0,0,0,0,1,2,0,1,1,1,30,1,2,1,2,1,0
"33554",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,2,1,2,1,1
"5298",0,2,1,0,0,1,1,3,2,0,0,1,0,55,1,0,2,2,1,1
"2231",1,2,1,0,0,1,0,3,2,0,1,1,0,55,2,1,2,2,1,1
"24072",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,2,3,2,1,1
"4070",0,1,2,1,0,1,0,3,0,0,1,0,1,30,1,0,1,1,1,1
"21915",1,2,1,1,0,1,0,1,2,0,1,1,1,25,1,0,1,2,1,1
"19326",1,2,1,1,0,1,0,1,2,0,1,1,1,60,1,1,2,2,1,1
"34003",1,2,1,1,0,0,0,1,2,0,1,1,0,35,1,0,1,2,2,1
"3519",0,2,1,1,0,0,0,3,2,0,1,1,1,35,1,1,2,2,1,1
"10080",0,2,1,1,0,1,0,2,0,0,0,1,1,45,1,0,1,1,1,0
"10798",1,2,1,0,0,0,0,2,2,0,1,1,0,40,1,2,2,2,1,0
"5094",1,2,1,1,0,1,0,3,2,0,1,1,0,40,1,1,2,3,1,1
"22225",1,2,1,1,0,1,0,1,2,0,1,1,1,45,1,0,1,2,1,0
"467",1,2,2,0,0,1,1,3,2,0,1,1,1,65,1,2,3,2,1,1
"727",1,2,1,0,0,0,1,3,2,0,1,1,0,70,1,1,3,2,1,0
"4729",1,2,1,1,0,1,0,3,2,0,1,1,0,35,1,1,2,2,1,1
"10700",0,2,1,1,0,0,0,2,0,0,0,0,0,45,1,0,2,1,1,1
"9260",0,1,1,0,0,0,1,2,2,0,0,1,1,75,1,0,2,3,1,1
"16534",0,2,1,1,0,1,0,1,2,0,1,1,0,50,2,1,1,2,1,1
"27998",1,2,1,0,0,0,0,1,2,0,0,1,0,30,1,0,2,3,1,1
"25036",0,2,1,0,0,0,0,1,2,0,1,1,0,55,1,0,2,2,1,0
"24655",1,2,1,1,0,1,0,1,2,0,1,1,0,50,1,0,2,2,1,1
"18744",0,2,1,0,0,1,0,1,2,0,1,1,1,55,1,2,3,2,1,0
"5652",0,2,1,0,0,1,0,3,2,0,0,1,0,35,1,0,2,2,1,0
"41896",1,2,2,1,0,1,0,1,0,0,0,0,0,55,1,0,1,1,1,1
"41300",0,2,1,1,0,1,0,1,0,0,0,0,0,35,1,0,1,1,1,0
"39261",0,2,1,0,0,1,0,1,2,0,0,1,0,25,1,0,1,2,1,0
"34863",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"8238",1,2,1,0,0,1,0,2,2,0,0,1,0,70,3,0,2,2,2,1
"39691",0,2,2,0,0,0,0,1,2,0,0,1,0,35,1,0,1,3,1,0
"26657",0,2,1,0,0,1,1,1,2,0,0,1,0,55,1,0,2,2,1,0
"8854",0,2,1,1,0,1,1,2,0,0,0,0,0,70,2,0,2,1,2,0
"4272",0,2,1,0,0,1,0,3,2,0,1,1,0,45,1,2,3,2,1,1
"22884",0,2,1,0,0,1,0,1,0,0,1,0,1,25,1,0,1,1,1,1
"41385",1,2,1,1,0,1,0,1,0,0,1,0,0,35,1,0,1,1,1,0
"14759",0,2,1,1,0,1,0,1,0,0,1,0,1,25,2,0,1,1,2,1
"14045",1,2,2,0,0,1,1,1,0,0,0,0,1,60,2,0,2,1,2,0
"5543",0,1,1,1,0,0,0,3,2,0,1,1,0,35,1,1,2,2,1,0
"15729",0,2,1,1,0,1,1,1,2,0,0,1,0,55,2,2,2,3,2,0
"10790",1,2,1,1,0,1,0,2,2,0,1,1,0,35,1,1,2,3,1,0
"10899",0,2,1,1,0,0,0,2,2,0,1,1,0,65,1,0,2,2,1,0
"4746",0,2,1,1,0,1,0,3,2,0,1,1,0,40,1,1,2,2,1,1
"207",1,2,1,0,0,1,1,3,2,0,1,1,0,45,2,0,3,2,1,1
"26484",0,2,1,0,0,0,0,1,2,0,0,1,0,45,1,0,2,2,1,0
"33320",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,1,1,2,1,1
"5032",0,2,1,1,0,1,0,3,2,0,1,1,0,30,1,1,2,2,1,0
"24982",1,2,1,1,0,0,0,1,0,0,0,0,0,55,1,0,2,1,1,0
"17244",1,2,2,1,0,0,0,1,2,0,0,1,0,55,2,0,1,2,1,1
"14584",0,2,2,0,0,1,0,1,1,0,1,1,1,45,2,2,1,2,2,1
"28776",1,2,1,0,0,1,0,1,2,0,0,1,0,60,1,0,2,2,1,0
"32317",1,2,1,1,0,1,0,1,2,0,0,1,0,45,1,0,1,2,1,1
"20918",0,2,1,1,0,1,0,1,0,0,0,0,1,25,1,0,1,1,1,1
"17902",1,2,2,1,0,1,0,1,0,0,0,0,0,25,2,0,1,1,2,1
"26353",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,2,3,1,1
"11672",0,2,1,0,0,1,0,2,2,0,1,1,0,55,1,0,1,2,1,1
"41109",0,2,2,1,0,1,0,1,0,0,0,0,0,30,1,0,1,1,1,0
"36312",1,2,1,0,0,1,0,1,2,0,1,1,0,45,1,1,1,2,1,0
"30953",0,2,1,0,0,0,1,1,2,0,0,1,0,65,1,0,2,3,1,0
"40567",1,2,1,0,0,1,0,1,0,0,0,0,0,25,1,0,1,1,1,1
"40143",0,2,1,1,0,1,0,1,2,0,0,1,0,55,1,0,1,2,1,1
"2265",0,2,1,0,0,0,1,3,0,0,0,0,0,65,2,0,2,2,2,0
"14153",0,2,2,0,0,1,1,1,0,0,0,1,1,60,2,0,2,1,1,1
"2304",0,2,1,1,0,1,1,3,0,0,0,1,0,65,2,0,2,1,2,1
"17825",1,2,2,0,0,0,0,1,0,0,0,0,0,30,2,0,1,1,1,1
"17031",1,2,1,1,0,1,0,1,2,0,1,1,0,35,2,1,1,2,2,0
"14662",0,2,2,0,0,1,0,1,2,0,1,1,1,40,2,0,1,2,2,0
"14763",0,2,2,1,0,0,0,1,0,0,0,0,1,25,2,0,1,1,2,0
"20476",0,2,1,0,0,1,1,1,0,1,1,1,1,45,1,0,2,1,1,1
"21061",0,2,1,1,0,1,0,1,2,0,1,1,1,30,1,1,1,3,1,1
"17495",0,2,1,1,0,1,0,1,1,0,1,1,0,35,2,2,1,2,2,0
"32622",0,2,1,1,0,1,0,1,2,0,1,1,0,55,1,1,1,2,1,0
"32393",1,2,1,1,0,1,0,1,2,0,1,1,0,65,1,1,1,2,1,0
"40821",1,2,1,0,0,1,0,1,0,0,1,0,0,25,1,0,1,1,1,0
"15674",0,2,1,0,0,1,0,1,2,0,1,1,0,40,2,1,2,3,2,1
"32807",1,2,1,1,0,0,0,1,0,0,0,0,0,35,1,0,1,1,1,1
"12349",0,2,1,0,0,1,0,2,0,0,0,1,0,50,1,0,1,1,1,1
"18165",0,2,1,1,0,1,1,1,0,0,0,0,1,65,1,0,2,1,1,1
"16076",0,2,1,1,0,1,0,1,2,0,1,1,0,50,2,1,2,2,2,0
"29607",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,2,2,2,1,1
"29787",1,2,1,1,0,1,0,1,2,0,1,1,0,40,1,2,2,2,1,0
"25878",1,2,1,1,0,1,0,1,2,0,1,1,0,25,1,1,2,2,1,0
"6948",0,1,2,1,0,1,0,3,1,0,1,1,0,30,1,1,1,2,1,1
"2070",1,2,1,0,0,1,0,3,0,0,1,1,1,30,2,1,1,1,1,1
"15199",0,2,1,1,0,1,0,1,2,0,1,1,0,50,2,0,2,2,2,0
"2815",0,1,1,1,0,1,0,3,2,0,1,1,0,25,2,0,1,2,1,0
"22669",1,2,1,1,0,1,0,1,2,0,0,1,1,45,1,0,1,3,1,0
"24257",1,2,1,0,0,1,0,1,2,0,1,1,0,45,1,2,3,2,1,1
"42132",0,2,1,1,0,0,0,1,0,0,0,0,0,65,1,0,1,1,1,1
"38334",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,2,1,2,1,1
"24640",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,1,2,2,1,0
"28262",1,2,1,1,0,1,0,1,2,0,0,1,0,45,1,0,2,3,1,1
"22913",1,1,2,1,0,0,0,1,0,0,0,0,1,25,1,0,1,1,1,1
"6545",0,2,2,1,0,1,0,3,0,0,0,0,0,35,1,0,1,1,1,1
"1147",1,2,1,1,0,1,0,3,1,0,1,1,0,45,1,1,1,2,1,1
"34012",1,2,1,1,0,1,0,1,1,0,1,1,0,35,1,0,1,2,1,0
"25855",1,2,1,0,0,1,1,1,2,0,1,1,0,65,1,0,2,2,1,0
"27869",0,2,1,1,0,1,0,1,2,0,1,1,0,55,1,1,2,2,1,1
"24220",1,2,2,0,0,1,0,1,2,0,1,1,0,35,1,2,3,2,1,0
"14421",0,2,1,1,0,1,0,1,2,0,1,1,1,55,2,1,1,2,1,1
"40772",0,2,1,0,0,0,0,1,0,0,0,0,0,25,1,0,1,1,1,0
"19854",0,2,1,0,0,1,1,1,2,0,0,1,1,60,1,0,2,2,1,1
"35377",1,2,1,1,0,1,0,1,1,0,1,1,0,35,1,1,1,2,1,1
"4776",0,2,1,0,0,0,0,3,2,0,1,1,0,45,1,1,2,2,1,0
"27657",0,2,1,0,0,0,0,1,2,0,1,1,0,40,1,0,2,2,1,0
"8445",1,2,1,1,0,1,0,2,2,0,1,1,1,55,2,0,1,2,2,0
"1835",1,2,1,0,0,0,0,3,0,0,0,0,0,25,3,0,1,1,1,0
"22152",0,2,1,1,0,1,0,1,2,0,1,0,1,40,1,0,1,2,1,0
"150",0,2,2,0,0,1,0,3,0,0,1,0,1,25,2,0,1,1,2,0
"29985",0,2,1,0,0,1,0,1,2,0,1,1,0,55,1,0,2,2,1,1
"4956",1,2,1,1,0,1,1,3,0,0,0,1,0,60,1,0,2,7,1,0
"9354",0,1,2,0,0,0,1,2,0,0,1,0,1,40,1,0,3,1,1,1
"37315",1,2,1,1,0,1,0,1,2,0,1,1,0,25,1,2,1,2,1,0
"33869",1,2,1,0,0,1,0,1,2,0,1,1,0,45,1,0,1,2,1,1
"16236",1,2,1,1,0,1,1,1,0,0,0,0,0,70,2,0,2,1,2,0
"20352",1,2,1,0,0,1,1,1,2,0,0,1,1,55,1,0,2,2,1,0
"20802",1,2,1,1,0,1,0,1,2,0,1,1,1,35,1,1,1,2,1,1
"34712",1,2,1,1,0,0,0,1,2,0,1,1,0,30,1,1,1,2,1,1
"37591",1,2,1,1,0,1,0,1,2,0,1,1,0,30,1,2,1,2,1,1
"409",1,2,1,0,0,1,0,3,2,0,1,1,0,25,2,0,1,2,2,0
"20215",1,2,2,0,0,1,0,1,2,0,1,1,1,35,1,2,2,2,1,0
"23214",0,2,1,1,0,1,0,1,0,0,0,0,1,45,1,0,1,1,1,1
"35871",0,2,1,0,0,1,0,1,0,1,1,1,0,25,1,1,1,1,1,1
"10",0,2,1,0,0,0,0,3,0,0,1,0,1,25,4,0,1,1,2,0
"37358",0,2,1,1,0,1,0,1,2,0,1,1,0,25,1,0,1,2,1,0
"25626",1,2,1,1,0,1,0,1,2,0,0,1,0,65,1,0,2,2,1,0
"17306",1,2,1,0,0,1,0,1,2,0,1,1,0,30,2,1,1,2,2,1
"12958",1,2,1,0,0,1,0,1,2,0,0,1,1,35,4,2,1,3,1,1
"35313",1,1,1,1,0,1,0,1,2,0,1,1,0,45,1,0,1,2,1,0
"22955",1,2,1,0,0,0,0,1,0,0,1,0,1,25,1,0,1,1,1,0
"23490",1,2,2,1,0,0,0,1,0,0,0,0,1,55,1,0,1,1,1,0
"18601",0,2,1,0,0,0,0,1,0,0,0,0,1,55,1,0,1,1,1,0
"33081",0,2,1,1,0,1,0,1,0,0,1,1,0,45,1,0,1,2,1,1
"22246",0,2,1,1,0,1,0,1,2,0,1,1,1,55,1,0,1,2,1,1
"28453",0,2,1,0,0,1,0,1,2,0,0,1,0,45,1,0,2,2,1,0
"1827",0,1,1,0,0,0,0,3,0,0,1,0,0,30,3,1,1,1,1,0
